ID号,用户标识,月,姓名,年龄,职业,年收入,月基本工资,银行账户数,信用卡数,信用卡利率,获得的贷款数量,贷款类型,平均延迟付款天数,平均延迟付款次数,信用卡限额变化率,信用卡查询次数,剩余债务,信用卡使用率,信用年龄,仅还款最低金额,月投资额,付款行为,月余额,评分等级
3806,CUS0xb8f6,January,Melp,44,Architect,70943.86,5981.988333,4,4,12,1,Personal Loan,14,16,13.14,6,326.61,33.41933757,31 Years and 9 Months,Yes,146.4339628,HighspentLargevaluepayments,652.0741169,2
3807,CUS0x86a8,May,Freiliche,27,Mechanic,35938.45,2830.870833,3,5,15,4,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, and Debt Consolidation Loan",19,12,7.84,3,1438.83,24.72563743,20 Years and 7 Months,No,127.2305131,LowspentMediumvaluepayments,338.895715,2
3808,CUS0x7789,January,Sarahr,25,Scientist,10882.8,646.9,4,4,2,4,"Mortgage Loan, Personal Loan, Mortgage Loan, and Personal Loan",15,18,7.01,,1452.88,29.16461033,26 Years and 2 Months,No,85.36206205,LowspentSmallvaluepayments,250.1658504,2
3809,CUS0xb11e,March,Sineadi,22,Writer,47686.05,3963.8375,7,3,19,7,"Not Specified, Debt Consolidation Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Debt Consolidation Loan",8,8,13.2,5,1176.39,35.40995433,14 Years and 9 Months,Yes,125.2286503,HighspentSmallvaluepayments,268.1358921,2
3810,CUS0xadcd,August,Kiharau,40,,14592.03,947.0025,8,9,23,6,"Auto Loan, Home Equity Loan, Home Equity Loan, Student Loan, Payday Loan, and Not Specified",26,17,8.65,10,1673.76,25.98147117,11 Years and 11 Months,Yes,59.5741943,LowspentSmallvaluepayments,269.8357811,1
3811,CUS0xbc1f,August,Lashr,44,Musician,69083.08,5451.379028,6,4,19,1,Home Equity Loan,25,,8.7,2,451.12,41.48415623,21 Years and 4 Months,NM,121.969712,HighspentLargevaluepayments,673.1403416,3
3812,CUS0xb88a,January,Laurence Fletcherh,39,Engineer,84355.98,7304.665,4,4,9,1,Student Loan,3,,2.07,4,641.33,26.48254512,18 Years and 9 Months,No,482.3243905,LowspentSmallvaluepayments,491.7918405,3
3813,CUS0x7a73,February,Jessican,44,Mechanic,17075.22,1538.935,7,6,23,5,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, and Personal Loan",26,19,22.67,11,3593.36,30.6811746,11 Years and 3 Months,Yes,119.39071,LowspentSmallvaluepayments,266.8952345,2
3814,CUS0x2b59,July,Paulb,26,Accountant,28146.26,2599.521667,6,8,21,5,"Credit-Builder Loan, Auto Loan, Home Equity Loan, Debt Consolidation Loan, and Personal Loan",28,22,17.91,13,4841.16,34.68909984,5 Years and 11 Months,NM,123.8791016,HighspentSmallvaluepayments,324.9899181,1
3815,CUS0x8aa6,April,Alistair Barrc,51,Lawyer,30635.83,2714.985833,3,5,13,4,"Auto Loan, Student Loan, Payday Loan, and Debt Consolidation Loan",20,10,5.29,,349.58,36.89364274,27 Years and 4 Months,No,171.9746225,HighspentSmallvaluepayments,271.1075879,2
3816,CUS0x924,June,Rodrigop,26,Mechanic,179166.48,14929.54,1,5,5,1,Credit-Builder Loan,6,1,10.75,4,181.42,40.33178001,32 Years and 0 Months,No,,HighspentLargevaluepayments,1407.71094,2
3817,CUS0x76fc,June,Estelle Shirbond,21,Mechanic,65735.46,5665.955,7,7,10,4,"Payday Loan, Mortgage Loan, Personal Loan, and Debt Consolidation Loan",8,10,13.55,7,106.96,36.95884372,33 Years and 3 Months,Yes,628.4694566,LowspentSmallvaluepayments,98.86410075,2
3818,CUS0x7ae7,February,Jasonx,14,Entrepreneur,18235.61,1313.634167,8,6,9,2,"Personal Loan, and Payday Loan",24,13,8.29,4,1259.92,35.37434834,9 Years and 9 Months,Yes,46.21784532,!@9#%8,352.1545632,1
3819,CUS0xb6d0,July,Adegokej,28,Mechanic,107633.88,9121.49,7,6,18,1,Debt Consolidation Loan,5,20,18.11,5,15.58,35.35417786,26 Years and 4 Months,Yes,200.5046168,HighspentMediumvaluepayments,915.1758155,2
3820,CUS0x3a26,April,Joseph Axb,29,Architect,83003.64,6708.97,7,8,26,6,"Student Loan, Personal Loan, Student Loan, Credit-Builder Loan, Personal Loan, and Not Specified",34,24,26.24,10,4632.53,26.73124565,,Yes,400.1019748,HighspentSmallvaluepayments,177.3869311,2
3821,CUS0x1e96,August,Henryt,29,,17187.27,1589.2725,10,7,24,8,"Debt Consolidation Loan, Payday Loan, Mortgage Loan, Auto Loan, Student Loan, Mortgage Loan, Debt Consolidation Loan, and Student Loan",50,,7.79,8,4962.25,29.18574707,5 Years and 0 Months,Yes,121.8084942,LowspentSmallvaluepayments,236.5542141,1
3822,CUS0x2d84,July,Julienp,23,Architect,44171.71,3716.975833,1,7,10,4,"Mortgage Loan, Student Loan, Credit-Builder Loan, and Student Loan",-1,15,1.58,4,346.1,35.24840734,32 Years and 2 Months,No,128.5664432,LowspentSmallvaluepayments,431.7620961,1
3823,CUS0xd6f,January,Sara Rossiy,39,Mechanic,70045.84,6018.153333,4,6,6,2,"Personal Loan, and Mortgage Loan",0,5,11.75,2,1438.66,39.93131831,18 Years and 10 Months,No,10000,HighspentMediumvaluepayments,640.9106254,2
3824,CUS0xa86,January,Sonya Dowsetti,39,,40793.33,3174.444167,5,1,8,2,"Mortgage Loan, and Not Specified",2,4,10.59,0,1039.62,36.25554768,25 Years and 3 Months,No,337.6019278,LowspentSmallvaluepayments,212.4990388,3
3825,CUS0x41fc,August,Katharina Barty,19,Teacher,27323.11,,4,6,10,-100,"Credit-Builder Loan, and Home Equity Loan",6,12,7.17,5,1202.4,23.40416463,,Yes,280.3798506,LowspentSmallvaluepayments,192.455108,2
3826,CUS0x294d,July,Hirschlera,39,Teacher,19480.04,,3,4,23,6,"Auto Loan, Not Specified, Debt Consolidation Loan, Mortgage Loan, Mortgage Loan, and Mortgage Loan",11,13,12.09,9,2552.49,32.70304116,6 Years and 9 Months,Yes,136.7657664,LowspentSmallvaluepayments,193.4751529,2
3827,CUS0x23a4,August,,42,Lawyer,53876.88,4566.74,8,7,19,5,"Personal Loan, Not Specified, Student Loan, Mortgage Loan, and Home Equity Loan",53,11,19.96,14,1341.25,24.00239692,19 Years and 9 Months,Yes,221.0114903,HighspentSmallvaluepayments,326.9528021,1
3828,CUS0x8f25,May,Luciana Lopezp,37,Teacher,98759.91,8524.9925,5,7,3,2,"Not Specified, and Debt Consolidation Loan",10,7,4.24,3,1371.02,37.82721376,,No,91.43806622,HighspentLargevaluepayments,902.339905,1
3829,CUS0x2a7d,February,Stanleys,32,MediaManager,15829.875,1242.15625,4,2,4,1,Student Loan,8,1204,2.7,3,968.61,40.56955501,19 Years and 9 Months,NM,32.27396745,HighspentSmallvaluepayments,345.2221226,3
3830,CUS0xc2aa,June,Axel Buggeu,36,Musician,12761.21,1026.434167,5,4,13,4,"Not Specified, Personal Loan, Not Specified, and Debt Consolidation Loan",15,11,3,4,662.86,23.10175385,15 Years and 10 Months,No,75.09983735,LowspentSmallvaluepayments,283.7240233,2
3831,CUS0x1436,July,Jonesn,22,Developer,167545.24,,5,4,2,3,"Personal Loan, Not Specified, and Student Loan",14,10,-0.23,0,503.23,29.79402838,16 Years and 2 Months,NM,537.0208639,LowspentSmallvaluepayments,896.5296995,3
3832,CUS0xdcc,March,Schererm,3155,Accountant,23737.09,2241.090833,4,5,11,3,"Student Loan, Home Equity Loan, and Not Specified",22,13,8.21,1,91.78,32.33669505,24 Years and 0 Months,Yes,,LowspentLargevaluepayments,358.4709833,2
3833,CUS0x2d25,January,Maria Sheahanb,15,,48496.74,3965.395,3,7,10,6,"Home Equity Loan, Not Specified, Not Specified, Not Specified, Mortgage Loan, and Credit-Builder Loan",16,6,17.18,8,946.27,37.74269215,11 Years and 2 Months,Yes,326.0631484,LowspentLargevaluepayments,172.3728065,2
3834,CUS0x5e16,March,Ulmerj,29,Doctor,34531.8,,1,5,4,1,Auto Loan,11,4,7.72,,411.02,39.07813557,32 Years and 9 Months,No,277.6826085,LowspentLargevaluepayments,273.2090739,3
3835,CUS0xb229,July,Caroline Valetkevitchj,38,MediaManager,115012.4,9838.366667,2,2,8,2,"Home Equity Loan, and Debt Consolidation Loan",15,7,1.13,1,306.9,40.66623537,32 Years and 9 Months,No,340.5761897,LowspentMediumvaluepayments,750.0415404,2
3836,CUS0x9953,July,Arunah,43,Journalist,8875.135,989.5945833,8,9,27,2,"Credit-Builder Loan, and Payday Loan",26,13,18.46,15,1353.77,27.48999132,17 Years and 7 Months,Yes,55.43159911,LowspentMediumvaluepayments,314.4692972,1
3837,CUS0x880d,February,Robertm,32,Doctor,50109.76,4354.813333,6,3,4,1,Personal Loan,16,,9.66,0,893.62,32.80112256,16 Years and 0 Months,No,424.8985021,LowspentSmallvaluepayments,277.7353933,3
3838,CUS0x7fe9,August,Parkera,24,Entrepreneur,33065.8,2690.483333,0,7,6,3,"Auto Loan, Debt Consolidation Loan, and Home Equity Loan",6,11,3.22,4,518.79,34.71603619,21 Years and 11 Months,No,235.7174538,LowspentMediumvaluepayments,244.1940396,1
3839,CUS0xf19,March,Orhanz,44,Musician,76054.58,6198.881667,5,3,4,3,"Not Specified, Student Loan, and Credit-Builder Loan",3,6,1.22,7,1383.11,28.48592215,19 Years and 0 Months,No,159.4607826,HighspentMediumvaluepayments,538.8262392,3
3840,CUS0x89aa,August,Kwokw,39,Manager,85744.12,7125.343333,6,7,11,2,"Auto Loan, and Debt Consolidation Loan",29,18,18.08,5,717.79,40.55497776,15 Years and 10 Months,Yes,537.0482156,LowspentLargevaluepayments,373.3869413,3
3841,CUS0x75ef,June,Rascoet,44,Developer,65047.53,,3,5,15,4,"Not Specified, Payday Loan, Personal Loan, and Auto Loan",19,15,12.09,1,1254.45,24.71810795,28 Years and 9 Months,Yes,78.53780041,HighspentLargevaluepayments,526.1986387,3
3842,CUS0xc74,April,Helen Massy-Beresfordq,24,Entrepreneur,65294.18,5406.181667,3,2,12,1,Payday Loan,11,11,13.78,0,911.08,31.0017236,30 Years and 4 Months,No,287.1625047,LowspentSmallvaluepayments,508.7558609,2
3843,CUS0x3de6,May,Herbert Lasht,54,Entrepreneur,14475.14,1092.261667,8,3,13,4,"Home Equity Loan, Personal Loan, Debt Consolidation Loan, and Debt Consolidation Loan",23,11,5.8,4,609.66,39.03302949,20 Years and 11 Months,Yes,10000,LowspentSmallvaluepayments,304.9544211,2
3844,CUS0x7da4,August,Douweg,43,Journalist,8126.595,872.21625,8,6,25,7,"Personal Loan, Payday Loan, Student Loan, Debt Consolidation Loan, Credit-Builder Loan, Credit-Builder Loan, and Mortgage Loan",11,6,8.27,8,1717.09,22.09159366,11 Years and 2 Months,Yes,93.04158996,LowspentSmallvaluepayments,237.9128394,1
3845,CUS0x4986,July,Charles Abbotta,34,Entrepreneur,41329.56,3421.13,2,3,7,-100,Not Specified,2,8,12.66,2,1245.01,39.01155019,23 Years and 9 Months,No,462.1176338,LowspentSmallvaluepayments,149.4417895,3
3846,CUS0x3678,June,Alistair Barrv,16,Entrepreneur,15984.15,1303.0125,5,7,34,7,"Credit-Builder Loan, Debt Consolidation Loan, Personal Loan, Mortgage Loan, Mortgage Loan, Auto Loan, and Personal Loan",25,14,15.77,11,1412.45,37.93515193,,Yes,94.74804908,LowspentMediumvaluepayments,246.0259352,1
3847,CUS0x697d,May,Technology Correspondenty,21,Writer,56971.5,4846.625,7,7,17,3,"Not Specified, Debt Consolidation Loan, and Auto Loan",26,12,8.53,11,154.46,39.19394702,24 Years and 6 Months,Yes,314.727342,LowspentSmallvaluepayments,325.4410493,2
3848,CUS0x55b5,June,Viswanatham,31,Entrepreneur,18793.34,1612.111667,0,7,8,2,"Debt Consolidation Loan, and Not Specified",7,6,2.89,3,863.66,32.26397821,28 Years and 10 Months,No,76.47941714,LowspentLargevaluepayments,327.4304124,1
3849,CUS0x13e7,February,Danielm,36,Scientist,57792.3,4665.025,8,9,29,3,"Credit-Builder Loan, Auto Loan, and Debt Consolidation Loan",21,10,12.07,8,1938.26,25.24436951,10 Years and 6 Months,Yes,176.2222935,HighspentSmallvaluepayments,416.4605816,1
3850,CUS0x5e18,August,Kuehnenn,50,,177723.8,13711.56482,3,4,1,3,"Mortgage Loan, Student Loan, and Student Loan",2,13,11.6,6,1292.23,35.49679213,30 Years and 6 Months,No,,LowspentMediumvaluepayments,515.5017429,2
3851,CUS0xc122,February,Liana B.j,50,Scientist,112056.36,9485.03,5,6,12,2,"Personal Loan, and Credit-Builder Loan",15,19,16.99,1,824.36,30.63055858,31 Years and 11 Months,Yes,327.9699307,LowspentSmallvaluepayments,793.2931411,2
3852,CUS0x53f3,August,Caroline Humerx,36,Musician,27909.81,2574.8175,5,5,12,1,Mortgage Loan,12,22,-1.71,5,1128.36,24.81899187,22 Years and 3 Months,No,120.9455334,LowspentSmallvaluepayments,405.0588811,3
3853,CUS0x89ff,January,Dhanya Skariachanu,34,Musician,30619.56,2704.63,5,7,16,6,"Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, Student Loan, Personal Loan, and Credit-Builder Loan",9,20,17.12,6,711.08,29.03205174,12 Years and 4 Months,Yes,40.14570183,HighspentLargevaluepayments,332.5241315,2
3854,CUS0x8264,January,Leahj,42,Teacher,46407.58,3832.298333,5,4,17,2,"Home Equity Loan, and Mortgage Loan",11,17,14.6,8,952.39,27.01323485,19 Years and 9 Months,Yes,194.8964572,HighspentSmallvaluepayments,373.024012,2
3855,CUS0x4c61,April,Lanheef,35,Teacher,22373.535,2137.46125,5,5,10,2,"Not Specified, and Home Equity Loan",2,9,7.24,0,1472.78,41.20800182,24 Years and 10 Months,No,85.18398542,LowspentSmallvaluepayments,386.6143405,3
3856,CUS0x4b40,February,Lisa Baertleinf,18,Journalist,40009.74,3552.145,3,6,15,4,"Debt Consolidation Loan, Personal Loan, Payday Loan, and Not Specified",7,11,9.12,6,1372.21,37.70236425,21 Years and 0 Months,Yes,10000,HighspentMediumvaluepayments,412.7505126,2
3857,CUS0xb9e0,June,Patrick Temple-Westd,27,Lawyer,56580.63,4660.0525,6,5,23,2,"Personal Loan, and Auto Loan",22,9,14.98,12,1784.38,26.5095135,,Yes,99.21495961,HighspentMediumvaluepayments,524.0516463,1
3858,CUS0x77c,February,,36,Mechanic,82383.04,6661.253333,3,5,8,4,"Home Equity Loan, Home Equity Loan, Debt Consolidation Loan, and Payday Loan",17,16,1.71,2,1218.57,36.39883285,32 Years and 9 Months,No,217.2981245,HighspentMediumvaluepayments,536.7182532,3
3859,CUS0x65c6,March,,25,Entrepreneur,20300.56,1609.713333,4,4,13,2,"Debt Consolidation Loan, and Home Equity Loan",24,14,0.59,3,1380.6,28.66214449,22 Years and 10 Months,No,31.03317025,HighspentSmallvaluepayments,369.8278729,2
3860,CUS0x7e62,February,Ryan Vlastelicat,35,Developer,88940.76,,0,5,3,1,Not Specified,18,11,2.16,3,1405.04,34.9106948,31 Years and 3 Months,No,413.4119005,!@9#%8,549.6185453,1
3861,CUS0x86da,May,Jed Horowitzc,35,Manager,19294.46,1392.871667,10,5,22,8,"Personal Loan, Not Specified, Home Equity Loan, Auto Loan, Mortgage Loan, Home Equity Loan, Mortgage Loan, and Credit-Builder Loan",45,19,2.06,9,2233.25,28.51891941,19 Years and 2 Months,NM,10000,LowspentSmallvaluepayments,242.998442,1
3862,CUS0x87c9,July,Alister Bullb,25,Manager,17142.64,1200.553333,8,10,29,6,"Mortgage Loan, Payday Loan, Auto Loan, Debt Consolidation Loan, Auto Loan, and Not Specified",19,8,15.72,13,1595.91,39.13575486,,NM,10000,LowspentMediumvaluepayments,242.4313466,1
3863,CUS0x9692,May,Stevek,23,Scientist,138395,11619.91667,4,5,15,1,Personal Loan,7,18,10.38,9,596.86,35.14013393,,Yes,723.5679185,LowspentMediumvaluepayments,614.8553888,2
3864,CUS0x8d7c,April,Eva Kuehnenp,25,Accountant,66176.67,5809.7225,8,6,19,2,"Credit-Builder Loan, and Not Specified",20,16,10.4,,750.37,29.06028872,20 Years and 6 Months,No,238.3183466,LowspentSmallvaluepayments,554.4445437,2
3865,CUS0x8600,February,Sarah McBridec,28,Architect,20002.88,1929.906667,10,8,29,5,"Personal Loan, Auto Loan, Mortgage Loan, Student Loan, and Student Loan",33,25,23.31,9,3571.7,39.77260726,5 Years and 9 Months,Yes,148.2752327,LowspentSmallvaluepayments,273.7506615,1
3866,CUS0x9eef,January,Maushagens,42,Engineer,16574.41,,7,5,11,7,"Debt Consolidation Loan, Payday Loan, Credit-Builder Loan, Auto Loan, Credit-Builder Loan, Debt Consolidation Loan, and Auto Loan",8,19,10.35,8,307.19,26.00231,10 Years and 1 Months,Yes,63.08903193,HighspentSmallvaluepayments,259.1079914,2
3867,CUS0xab5e,June,Kyliex,29,Lawyer,57421.58,4522.131667,3,4,6,3,"Student Loan, Personal Loan, and Credit-Builder Loan",13,13,9.89,3,287.31,27.09543874,,No,394.0844326,!@9#%8,226.747171,2
3868,CUS0x8ea8,June,Arosioj,55,Engineer,29616.72,2187.06,2,1,3,2,"Home Equity Loan, and Auto Loan",15,7,8.83,7,189.92,29.62486514,,No,10000,LowspentSmallvaluepayments,313.4547615,3
3869,CUS0x2c0a,April,Huww,44,Doctor,32625.59,2922.799167,0,5,8,4,"Home Equity Loan, Not Specified, Student Loan, and Mortgage Loan",7,13,2.55,3,177.9,24.9785717,28 Years and 11 Months,No,313.8220977,LowspentSmallvaluepayments,195.3328109,2
3870,CUS0x80fd,May,,36,Developer,41509.62,3282.36832,7,8,23,6,"Personal Loan, Debt Consolidation Loan, Student Loan, Personal Loan, Not Specified, and Payday Loan",33,2523,,10,2435.57,33.81408355,,NM,122.9661308,LowspentSmallvaluepayments,352.2817214,1
3871,CUS0x48c6,May,Jan Strupczewskiw,52,Scientist,44895.61,,304,6,6,4,"Student Loan, Credit-Builder Loan, Debt Consolidation Loan, and Mortgage Loan",17,2,4.37,1,728.29,26.65759134,24 Years and 3 Months,No,143.0641068,HighspentMediumvaluepayments,392.9474124,1
3872,CUS0x9987,April,Scottp,29,Doctor,16440.63,,3,3,28,7,"Debt Consolidation Loan, Mortgage Loan, Mortgage Loan, Not Specified, Debt Consolidation Loan, Mortgage Loan, and Student Loan",18,13,13.87,6,1946.81,25.36270233,9 Years and 4 Months,NM,34.85790926,HighspentSmallvaluepayments,287.6552711,1
3873,CUS0xc19f,March,Sarahu,42,Manager,31239.32,2513.276667,9,6,26,6,"Mortgage Loan, Mortgage Loan, Student Loan, Mortgage Loan, Debt Consolidation Loan, and Debt Consolidation Loan",58,25,28.23,9,2585.96,35.92192994,10 Years and 10 Months,Yes,101.0960418,HighspentMediumvaluepayments,259.1319978,2
3874,CUS0xb793,January,Damouniw,-500,Teacher,81091.76,,9,1323,25,9,"Home Equity Loan, Student Loan, Not Specified, Student Loan, Mortgage Loan, Not Specified, Payday Loan, Student Loan, and Student Loan",19,19,7.92,10,1794.98,29.64523823,9 Years and 4 Months,Yes,10000,HighspentLargevaluepayments,371.0199162,2
3875,CUS0x6138,June,Daveyt,19,MediaManager,78096.39,6438.0325,8,5,10,2,"Personal Loan, and Student Loan",26,12,11.51,4,214.94,39.62908589,19 Years and 9 Months,Yes,82.98588453,HighspentLargevaluepayments,714.9004498,2
3876,CUS0x2555,April,,24,Doctor,33818.2,2879.183333,8,5,18,1,Credit-Builder Loan,19,20,18.64,4,170.13,27.55058652,31 Years and 2 Months,No,292.6923253,LowspentMediumvaluepayments,251.5400655,2
3877,CUS0x32fb,January,Edwardsk,52,Doctor,55877.54,4477.461667,4,5,11,1,Personal Loan,29,14,10.38,3,592.24,38.11978823,22 Years and 1 Months,Yes,96.67990984,HighspentMediumvaluepayments,554.7113301,2
3878,CUS0x47a5,June,Alexa,31,Teacher,17680.69,1449.390833,6,6,9,4,"Auto Loan, Mortgage Loan, Personal Loan, and Home Equity Loan",9,12,11.5,12,887.98,37.68687206,26 Years and 2 Months,Yes,93.62127606,LowspentSmallvaluepayments,309.6304668,1
3879,CUS0xa8e7,February,Kyler,41,Lawyer,20914.44,1800.87,6,7,21,9,"Personal Loan, Credit-Builder Loan, Mortgage Loan, Payday Loan, Student Loan, Mortgage Loan, Home Equity Loan, Auto Loan, and Credit-Builder Loan",47,18,0.98,12,2404.87,24.13848044,16 Years and 4 Months,Yes,50.63010252,LowspentLargevaluepayments,275.2392491,1
3880,CUS0x40f2,May,,39,Mechanic,18322.56,1796.88,6,5,29,9,"Debt Consolidation Loan, Home Equity Loan, Credit-Builder Loan, Personal Loan, Debt Consolidation Loan, Debt Consolidation Loan, Mortgage Loan, Credit-Builder Loan, and Not Specified",37,20,24.26,9,4763.02,34.4085183,14 Years and 1 Months,Yes,40.49472263,HighspentLargevaluepayments,295.1568377,1
3881,CUS0x883b,February,Jessica Wohlg,44,,19092.585,1300.04875,0,7,12,1,Home Equity Loan,14,0,11.11,6,136.25,32.98897992,16 Years and 8 Months,No,42.64338779,LowspentMediumvaluepayments,357.9710827,2
3882,CUS0xbd5b,August,Valentinaj,28,,31040.14,2474.678333,833,5,16,2,"Auto Loan, and Mortgage Loan",7,8,13.77,5,1288.66,26.95388295,30 Years and 0 Months,Yes,111.2736691,LowspentSmallvaluepayments,381.8780161,2
3883,CUS0x411,July,Seetharamans,44,Engineer,112287.51,9097.2925,3,5,5,3,"Credit-Builder Loan, Not Specified, and Auto Loan",11,5,6.84,5,281.28,37.05973433,19 Years and 5 Months,No,280.2783734,LowspentMediumvaluepayments,742.386753,1
3884,CUS0x38ad,April,Sierrat,34,MediaManager,8108.77,535.7308333,6,3,34,6,"Home Equity Loan, Credit-Builder Loan, Auto Loan, Home Equity Loan, Payday Loan, and Mortgage Loan",13,16,10.62,11,2004.87,33.36702398,5 Years and 8 Months,Yes,52.11892681,LowspentSmallvaluepayments,261.7039756,1
3885,CUS0x24d7,February,McCooll,34,Developer,58166.6,5117.216667,6,8,28,9,"Home Equity Loan, Payday Loan, Credit-Builder Loan, Not Specified, Personal Loan, Auto Loan, Not Specified, Student Loan, and Credit-Builder Loan",22,17,29.19,9,3331.54,37.18613038,8 Years and 2 Months,Yes,58.17723046,HighspentMediumvaluepayments,384.4307972,1
3886,CUS0x48fd,July,Liana B.i,20,Scientist,15991.02,1375.585,7,10,28,8,"Student Loan, Not Specified, Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Personal Loan, Not Specified, and Personal Loan",46,19,24.79,8,4667.33,24.14407277,9 Years and 3 Months,NM,,LowspentLargevaluepayments,291.6195725,1
3887,CUS0xaeb1,June,Ramakrishnang,15,Scientist,61707.72,,10,10,27,4,"Payday Loan, Personal Loan, Mortgage Loan, and Auto Loan",37,8,15.84,15,1626.82,29.44698539,15 Years and 4 Months,Yes,179.7286769,HighspentMediumvaluepayments,396.4398896,2
3888,CUS0x6f5f,January,Nick Brownn,25,Entrepreneur,33063.59,2741.299167,8,3,6,7,"Personal Loan, Auto Loan, Payday Loan, Student Loan, Auto Loan, Home Equity Loan, and Credit-Builder Loan",12,15,7.19,5,788.4,34.7191103,17 Years and 7 Months,Yes,,LowspentSmallvaluepayments,172.8037645,2
3889,CUS0x8964,May,Tim Hepherb,34,Developer,16113.89,1454.824167,7,8,17,9,"Payday Loan, Home Equity Loan, Payday Loan, Mortgage Loan, Credit-Builder Loan, Credit-Builder Loan, Not Specified, Auto Loan, and Auto Loan",19,15,22.15,10,4298.54,31.87662994,1 Years and 7 Months,Yes,58.76863249,LowspentLargevaluepayments,253.5819267,1
3890,CUS0x286f,February,Jessicad,22,Developer,121644.6,9859.007563,1,1,12,2,"Credit-Builder Loan, and Student Loan",15,0,1.01,1,924.21,38.34227199,15 Years and 3 Months,No,225.3439608,HighspentLargevaluepayments,945.2109319,3
3891,CUS0x1a71,January,Billv,18,Engineer,15580.41,,9,9,16,9,"Credit-Builder Loan, Not Specified, Credit-Builder Loan, Payday Loan, Credit-Builder Loan, Mortgage Loan, Home Equity Loan, Auto Loan, and Credit-Builder Loan",58,16,24.57,12,4319.35,36.8528166,5 Years and 9 Months,Yes,40.4109323,LowspentMediumvaluepayments,231.9120964,2
3892,CUS0x48cc,June,Emilyv,40,MediaManager,28649.99,2273.499167,7,7,9,3,"Debt Consolidation Loan, Personal Loan, and Personal Loan",15,19,19.61,8,1412.93,30.82941721,11 Years and 0 Months,NM,103.6085486,!@9#%8,343.67635,2
3893,CUS0xb8c2,June,en Klaymanh,35,Doctor,14185.66,1216.138333,1,7,2,4,"Auto Loan, Mortgage Loan, Auto Loan, and Credit-Builder Loan",10,10,10.56,1,225.57,39.22009484,30 Years and 3 Months,No,75.76683346,LowspentSmallvaluepayments,293.3170781,3
3894,CUS0x5da3,April,Valetkevitchb,30,Engineer,17271.525,,8,3,5,1,Debt Consolidation Loan,14,17,4.74,0,899.28,23.25621487,32 Years and 5 Months,NM,98.54299714,!@9#%8,295.0719584,3
3895,CUS0x49d3,May,Felsenthalq,44,MediaManager,14266.53,,3,4,11,1,Home Equity Loan,18,12,3.71,0,1238.04,38.88776062,21 Years and 7 Months,No,,HighspentLargevaluepayments,319.5148641,2
3896,CUS0x9a8b,July,Lovem,18,Entrepreneur,57921.74,4772.811667,4,3,11,3,"Home Equity Loan, Debt Consolidation Loan, and Auto Loan",7,8,-1.01,3,978.88,40.61933066,28 Years and 8 Months,No,88.3794648,HighspentLargevaluepayments,534.5343893,2
3897,CUS0xc08,July,imartej,35,Scientist,20017.24,1481.103333,8,9,30,8,"Payday Loan, Debt Consolidation Loan, Not Specified, Student Loan, Personal Loan, Credit-Builder Loan, Personal Loan, and Not Specified",52,16,7.81,8,4364.82,35.52593642,4 Years and 11 Months,Yes,132.3022645,LowspentSmallvaluepayments,196.7929036,1
3898,CUS0x9c85,August,Andreas Rinkes,46,Accountant,110607.09,,4,4,2,3,"Home Equity Loan, Debt Consolidation Loan, and Auto Loan",2,9,4.26,6,1174.05,38.706786,22 Years and 4 Months,No,354.4582551,HighspentSmallvaluepayments,650.4433587,2
3899,CUS0xac67,February,Gerryr,36,Entrepreneur,19753.22,1520.101667,6,6,936,8,"Personal Loan, Mortgage Loan, Debt Consolidation Loan, Debt Consolidation Loan, Auto Loan, Not Specified, Student Loan, and Debt Consolidation Loan",39,17,28.12,11,4121.29,38.23192221,13 Years and 2 Months,Yes,19.83520272,HighspentMediumvaluepayments,271.1373282,2
3900,CUS0x744f,May,Maashov,27,Doctor,9527.09,604.9241667,8,8,32,8,"Payday Loan, Credit-Builder Loan, Credit-Builder Loan, Debt Consolidation Loan, Mortgage Loan, Not Specified, Mortgage Loan, and Credit-Builder Loan",46,20,29.09,10,4208.66,24.63713411,14 Years and 3 Months,Yes,49.05257819,LowspentMediumvaluepayments,229.7103124,2
3901,CUS0x58c5,February,,5001,,77677.38,6476.115,3,7,7,2,"Not Specified, and Payday Loan",23,13,1.42,2,86.8,41.54763715,26 Years and 9 Months,No,225.5721108,LowspentSmallvaluepayments,593.4088463,2
3902,CUS0x3f49,June,Johny,56,Accountant,123375.18,,2,5,7,4,"Debt Consolidation Loan, Credit-Builder Loan, Home Equity Loan, and Auto Loan",5,0,10.99,4,36.21,29.24688614,23 Years and 2 Months,NM,893.4359897,LowspentSmallvaluepayments,163.9064911,3
3903,CUS0x18ab,May,Huw Jonesb,19,Musician,14840.5,1501.708333,9,8,25,9,"Not Specified, Home Equity Loan, Auto Loan, Payday Loan, Student Loan, Personal Loan, Mortgage Loan, Not Specified, and Auto Loan",16,22,22.07,7,2685.41,23.11998141,12 Years and 0 Months,NM,38.01965995,HighspentLargevaluepayments,267.7303308,2
