ID号,用户标识,月,姓名,年龄,职业,年收入,月基本工资,银行账户数,信用卡数,信用卡利率,获得的贷款数量,贷款类型,平均延迟付款天数,平均延迟付款次数,信用卡限额变化率,信用卡查询次数,剩余债务,信用卡使用率,信用年龄,仅还款最低金额,月投资额,付款行为,月余额,评分等级
5797,CUS0x472b,June,Carrickt,40,Writer,29661.64,2377.803333,6,6,1646,7,"Auto Loan, Personal Loan, Personal Loan, Credit-Builder Loan, Credit-Builder Loan, Home Equity Loan, and Auto Loan",20,16,18.5,10,347.44,27.13399347,7 Years and 7 Months,NM,54.74058011,HighspentSmallvaluepayments,328.8898629,
5798,CUS0xba4c,February,Smith Douglasp,21,,81418.74,7065.895,1,1247,10,-100,"Home Equity Loan, and Not Specified",9,3,8.46,1,1369.02,39.83964384,20 Years and 8 Months,NM,158.3674412,HighspentMediumvaluepayments,676.8435542,
5799,CUS0x1713,June,Jessica Wohlr,32,Musician,54568.92,4452.41,9,10,23,9,"Debt Consolidation Loan, Student Loan, Student Loan, Credit-Builder Loan, Payday Loan, Home Equity Loan, Mortgage Loan, Debt Consolidation Loan, and Credit-Builder Loan",60,15,24.99,11,3336.99,34.40258925,12 Years and 7 Months,Yes,294.2357176,HighspentSmallvaluepayments,133.7028162,
5800,CUS0x9e43,February,LaCaprak,18,,16310.84,1333.236667,7,6,8,4,"Student Loan, Personal Loan, Debt Consolidation Loan, and Not Specified",7,19,5.29,3,217.4,37.07162851,21 Years and 6 Months,No,12.94162308,HighspentLargevaluepayments,324.8122833,
5801,CUS0xc4e,January,Gianluca Semeraror,39,Writer,17213.61,,9,8,28,5,"Mortgage Loan, Credit-Builder Loan, Auto Loan, Auto Loan, and Not Specified",25,24,19.25,7,2818.55,40.11842401,0 Years and 10 Months,Yes,182.2770955,LowspentSmallvaluepayments,172.3408625,
5802,CUS0x6acb,April,Anna Yukhananova,45,Engineer,50733.18,4402.765,9,8,34,3,"Mortgage Loan, Personal Loan, and Not Specified",31,15,12.74,12,2130.22,26.62877113,,Yes,261.5983947,LowspentLargevaluepayments,373.8114393,
5803,CUS0x86f4,April,Ryanb,20,Architect,59923.89,4783.6575,10,10,15,2,"Not Specified, and Payday Loan",52,14,17.47,10,2497.36,39.25070993,18 Years and 4 Months,Yes,524.4348061,LowspentSmallvaluepayments,149.1141157,
5804,CUS0x3fcf,August,Pedro dau,34,Mechanic,71565.54,6161.795,8,5,10,3,"Payday Loan, Credit-Builder Loan, and Credit-Builder Loan",13,17,10.64,4,655.05,30.46391594,,No,830.9238918,LowspentSmallvaluepayments,,
5805,CUS0x34a8,June,James Grubelp,25,Developer,81566.25,7036.1875,7,6,12,3,"Debt Consolidation Loan, Personal Loan, and Credit-Builder Loan",15,11,6.27,2,231.16,24.70881267,30 Years and 1 Months,No,734.7022727,LowspentSmallvaluepayments,122.6898399,
5806,CUS0x104a,June,Leahk,37,Mechanic,14981.39,1461.449167,2,7,5,4,"Mortgage Loan, Auto Loan, Not Specified, and Payday Loan",2,6,0.63,4,1122.46,38.67650912,32 Years and 1 Months,No,43.17773848,HighspentSmallvaluepayments,324.8512107,
5807,CUS0x9226,June,Rinkev,16,Entrepreneur,37573.92,3191.16,8,6,24,4,"Credit-Builder Loan, Not Specified, Not Specified, and Personal Loan",7,12,12.25,4,2007.3,31.18089101,13 Years and 7 Months,Yes,79.69116377,HighspentLargevaluepayments,369.4979294,
5808,CUS0x4892,July,Lisad,25,Lawyer,116098.12,9402.843333,6,4,8,3,"Payday Loan, Personal Loan, and Credit-Builder Loan",5,8,19.69,6,317.72,27.07167317,8 Years and 10 Months,Yes,814.5720909,LowspentLargevaluepayments,244.9382713,
5809,CUS0x2170,July,,8000,MediaManager,59134,4669.833333,3,7,6,3,"Credit-Builder Loan, Auto Loan, and Debt Consolidation Loan",8,0,9.86,4,776.03,30.46011592,19 Years and 9 Months,No,173.2708138,HighspentMediumvaluepayments,464.5859065,
5810,CUS0x29d8,February,Harry Papachristoup,24,,33271.74,2537.645,8,10,23,4,"Payday Loan, Home Equity Loan, Debt Consolidation Loan, and Not Specified",58,15,7.47,6,1585.96,37.90120971,9 Years and 8 Months,Yes,141.1863203,LowspentMediumvaluepayments,298.5166776,
5811,CUS0xbfe4,January,,41,Mechanic,38919.9,3215.325,8,7,5207,1,Debt Consolidation Loan,7,13,10.2,0,1058.13,28.91142628,20 Years and 1 Months,NM,45.96541361,HighspentLargevaluepayments,493.5542021,
5812,CUS0x2bec,August,Tom Polansekd,22,Lawyer,34565.73,2976.4775,1,1,3,2,"Payday Loan, and Payday Loan",17,5,9.67,7,1429.23,28.77675738,28 Years and 6 Months,NM,70.59312281,HighspentLargevaluepayments,433.9124858,
5813,CUS0x4b18,February,Dixono,44,Architect,106815.54,9125.295,5,5,11,1,Auto Loan,27,11,5.55,4,529.87,27.39879335,25 Years and 11 Months,No,240.6271676,HighspentMediumvaluepayments,852.480395,
5814,CUS0x4e24,July,Treeden,50,Engineer,151373.04,12901.42,1,7,6,2,"Debt Consolidation Loan, and Personal Loan",14,0,11.81,8,931.64,28.78582336,,No,502.2961153,LowspentLargevaluepayments,858.1828304,
5815,CUS0x6612,March,Jennifer Sabay,51,Doctor,30924.04,2647.003333,4,1,12,2,"Payday Loan, and Mortgage Loan",7,7,6.2,3,1.3,31.91007942,28 Years and 3 Months,No,66.82089194,HighspentLargevaluepayments,399.8779527,
5816,CUS0xaeb5,April,Sinead Carewe,19,Musician,17816.75,1623.729167,5,5,8,1,Auto Loan,28,15,2.03,4,438.66,23.24448342,15 Years and 7 Months,NM,187.3776917,LowspentSmallvaluepayments,252.9634043,
5817,CUS0x1e51,May,Raymondl,32,Entrepreneur,17443.94,1714.661667,10,10,21,5,"Credit-Builder Loan, Home Equity Loan, Home Equity Loan, Student Loan, and Personal Loan",42,22,21.69,2387,2816.57,32.91366792,11 Years and 3 Months,NM,198.7419797,LowspentSmallvaluepayments,207.0505614,
5818,CUS0xac41,February,Christiaan Hetzneri,29,Lawyer,62351.4,5454.95,9,6,29,3,"Mortgage Loan, Debt Consolidation Loan, and Payday Loan",56,13,7.83,12,1277.49,26.14148625,,NM,134.5653182,LowspentLargevaluepayments,533.5371091,
5819,CUS0x1ec5,April,,34,Accountant,36802.82,,1310,3,7,1,Not Specified,15,15,6.06,2,190.98,29.18160905,,No,51.08621851,HighspentLargevaluepayments,436.1584305,
5820,CUS0x6484,April,Jonathan Stempelr,44,Accountant,95210.2,7743.183333,6,907,18,-100,Home Equity Loan,28,,17.02,5,864.35,27.40263944,,Yes,242.0790055,LowspentMediumvaluepayments,769.7020102,
5821,CUS0xc5cc,February,Guptap,31,Mechanic,18776.84,1650.736667,7,10,32,9,"Auto Loan, Credit-Builder Loan, Student Loan, Not Specified, Credit-Builder Loan, Mortgage Loan, Credit-Builder Loan, Debt Consolidation Loan, and Not Specified",23,25,28.18,8,3315.01,26.47974325,8 Years and 6 Months,Yes,36.21923764,HighspentSmallvaluepayments,278.6455439,
5822,CUS0x19c1,March,,42,Teacher,14188.48,1312.373333,9,10,22,7,"Personal Loan, Mortgage Loan, Credit-Builder Loan, Personal Loan, Debt Consolidation Loan, Personal Loan, and Mortgage Loan",27,15,4.53,7,1315.32,33.50443855,,Yes,71.26547889,LowspentMediumvaluepayments,293.143901,
5823,CUS0x28a7,January,N.t,30,MediaManager,69502.12,5735.843333,3,7,17,2,"Personal Loan, and Not Specified",14,9,7.86,8,1065.78,32.11876261,30 Years and 3 Months,Yes,485.9712443,LowspentSmallvaluepayments,281.4318725,
5824,CUS0x18f3,February,Miyoung Kimj,40,Manager,43826.51,3584.209167,2,6,12,4,"Mortgage Loan, Personal Loan, Credit-Builder Loan, and Home Equity Loan",8,2,14.9,0,482.57,28.93660011,20 Years and 8 Months,No,296.5206926,LowspentMediumvaluepayments,211.4577288,
5825,CUS0x2c34,January,Ryan Vlastelicar,18,Scientist,86492.88,7075.74,7,5,17,3,"Mortgage Loan, Debt Consolidation Loan, and Credit-Builder Loan",7,,5.16,1,269.63,41.5004945,30 Years and 1 Months,No,70.18881226,HighspentLargevaluepayments,705.0386368,
5826,CUS0xbd89,January,,39,Scientist,11100.59,,7,6,13,4,"Personal Loan, Home Equity Loan, Not Specified, and Credit-Builder Loan",11,19,6.67,4,465.87,36.29031176,18 Years and 5 Months,Yes,54.0642057,LowspentMediumvaluepayments,311.262602,
5827,CUS0xa8d8,May,Barra,41,Doctor,61756.52,,9,5,33,4,"Mortgage Loan, Personal Loan, Mortgage Loan, and Auto Loan",44,17,2.35,6,1854.48,25.66178634,6 Years and 2 Months,NM,312.0225606,LowspentLargevaluepayments,362.6351588,
5828,CUS0x9b5a,March,Andreat,29,MediaManager,22017.78,1576.815,3,7,11,2,"Credit-Builder Loan, and Payday Loan",9,18,14.49,5,1175.88,26.42283202,25 Years and 9 Months,Yes,95.23398318,LowspentLargevaluepayments,299.5957039,
5829,CUS0x3d8e,June,Jessicaj,19,Writer,73026.92,,2,3,6,3,"Auto Loan, Debt Consolidation Loan, and Personal Loan",7,,10.43,4,98.77,24.90689071,21 Years and 6 Months,No,490.349232,LowspentSmallvaluepayments,264.0489673,
5830,CUS0x7fe2,March,Swethau,35,Developer,84604.8,6899.4,4,5,14,-100,"Credit-Builder Loan, and Not Specified",8,8,1.71,2,756.43,29.14863983,24 Years and 11 Months,Yes,457.1945855,LowspentMediumvaluepayments,432.5047064,
5831,CUS0x7806,March,Clara Ferreira-Marquesr,43,Entrepreneur,93139.65,7936.6375,3,6,6,3,"Auto Loan, Home Equity Loan, and Personal Loan",13,5,1.97,4,1016.37,28.86063422,27 Years and 9 Months,No,543.2175902,LowspentMediumvaluepayments,337.657738,
5832,CUS0x14f4,January,Richardc,22,Developer,14274.32,907.5266667,4,4,12,3,"Debt Consolidation Loan, Debt Consolidation Loan, and Mortgage Loan",10,9,8.48,4,1243.37,25.84584044,11 Years and 7 Months,Yes,,LowspentSmallvaluepayments,246.7781208,
5833,CUS0xcfd,August,Cruisek,32,Lawyer,16905.13,1467.760833,10,7,16,6,"Auto Loan, Personal Loan, Not Specified, Mortgage Loan, Auto Loan, and Auto Loan",49,18,17.22,14,4583.25,38.60323224,5 Years and 3 Months,Yes,122.0820827,LowspentSmallvaluepayments,265.0799815,
5834,CUS0x2b98,April,Chikafumi Hodov,21,Entrepreneur,8294.385,946.19875,7,7,26,7,"Home Equity Loan, Student Loan, Mortgage Loan, Debt Consolidation Loan, Payday Loan, Mortgage Loan, and Not Specified",6,8,12.59,4,1756.74,35.95737,19 Years and 2 Months,Yes,61.74953704,LowspentSmallvaluepayments,274.8382752,
5835,CUS0x7de0,February,Aruna Viswanathad,32,Writer,42326.99,3577.249167,0,2,4,4,"Mortgage Loan, Auto Loan, Auto Loan, and Payday Loan",9,10,5.97,4,1233,26.57274104,18 Years and 0 Months,No,129.8098458,HighspentMediumvaluepayments,361.296351,
5836,CUS0xaeb8,June,Ana Nicolacio,42,Musician,67426.82,5810.901667,4,6,5,5,"Not Specified, Not Specified, Home Equity Loan, Auto Loan, and Not Specified",19,10,9.88,7,671.39,31.84963763,13 Years and 3 Months,Yes,181.5629998,HighspentMediumvaluepayments,452.9563298,
5837,CUS0xa04d,May,Phill,40,Musician,19082.67,1495.2225,7,5,29,6,"Mortgage Loan, Not Specified, Auto Loan, Student Loan, Personal Loan, and Not Specified",33,15,27.96,9,2769.02,37.68366941,,Yes,191.4258555,LowspentSmallvaluepayments,181.4476911,
5838,CUS0x3813,January,Gerry Shihy,29,Architect,44616.7,4008.058333,4,6,6,3,"Credit-Builder Loan, Credit-Builder Loan, and Not Specified",13,20,5.53,1,252.07,32.18521912,31 Years and 1 Months,Yes,97.23616435,HighspentMediumvaluepayments,443.6491211,
5839,CUS0x5321,March,Rodrigo Camposk,26,Accountant,38897.52,3402.46,5,428,3,1,Student Loan,13,7,7.01,0,286.43,25.54142123,22 Years and 4 Months,No,395.1556053,LowspentSmallvaluepayments,208.6273943,
5840,CUS0x67cd,March,Francesco Guarascioh,49,Accountant,11176.27,680.3558333,7,3,20,4,"Credit-Builder Loan, Home Equity Loan, Auto Loan, and Personal Loan",5,16,6.48,4,374.7,34.80093236,18 Years and 3 Months,No,88.72618811,!@9#%8,249.9260937,
5841,CUS0x5d0c,August,Luciana Lopezn,28,Lawyer,52639.65,4618.6375,3,6,9,4,"Debt Consolidation Loan, Home Equity Loan, Credit-Builder Loan, and Personal Loan",27,8,9,6,1477.09,31.76556645,10 Years and 10 Months,Yes,450.0199782,LowspentSmallvaluepayments,191.8903012,
5842,CUS0xbf9a,August,enb,25,,54430.71,4471.8925,10,6,22,5,"Personal Loan, Credit-Builder Loan, Payday Loan, Mortgage Loan, and Personal Loan",59,,25.74,9,3119.55,30.76845865,13 Years and 8 Months,Yes,294.7546335,HighspentSmallvaluepayments,198.9911893,
5843,CUS0x292d,August,,37,Developer,37261.78,3029.682949,5,4,2,1,Not Specified,16,1,10.72,5,1106.94,29.08134424,32 Years and 0 Months,No,93.16839351,LowspentMediumvaluepayments,493.9828726,
5844,CUS0x9884,July,Barrc,40,Manager,56313.96,4860.83,4,284,8,2,"Mortgage Loan, and Debt Consolidation Loan",9,6,12.88,1,1333.22,37.16291992,27 Years and 11 Months,No,236.2525618,HighspentSmallvaluepayments,434.8282209,
5845,CUS0x6339,April,Shalal-Esad,26,Musician,79741.88,,3,7,10,4,"Personal Loan, Not Specified, Not Specified, and Not Specified",10,10,6.08,4,227.12,41.2036936,24 Years and 11 Months,No,200.6165511,HighspentMediumvaluepayments,517.1358182,
5846,CUS0x8d9,March,Amw,36,MediaManager,24881.15,2304.429167,4,6,19,2,"Debt Consolidation Loan, and Student Loan",8,8,17.84,9,931.68,39.0812176,17 Years and 11 Months,Yes,204.0222147,LowspentSmallvaluepayments,276.2470352,
5847,CUS0x530b,March,Gregp,50,Journalist,20782.66,1886.888333,1,6,11,4,"Home Equity Loan, Home Equity Loan, Not Specified, and Debt Consolidation Loan",13,6,5.85,4,1002.18,26.71821498,31 Years and 4 Months,No,228.3004416,LowspentSmallvaluepayments,182.3105989,
5848,CUS0x45ab,May,Tomf,39,Teacher,91111.98,7535.665,6,3,16,6,"Debt Consolidation Loan, Payday Loan, Not Specified, Auto Loan, Not Specified, and Credit-Builder Loan",23,12,7.91,5,823.66,41.76261424,11 Years and 0 Months,Yes,49.58828466,HighspentLargevaluepayments,522.5993098,
5849,CUS0x527f,May,Andreas Cremerk,53,Journalist,114300.32,9644.026667,7,6,5,1,Debt Consolidation Loan,20,11,7.09,8,518.86,32.26426311,16 Years and 6 Months,Yes,689.4256761,LowspentMediumvaluepayments,493.1517553,
5850,CUS0x6fa,March,"""John ODonnell""r",47,MediaManager,16520.865,,4,1,8,2,"Not Specified, and Debt Consolidation Loan",4,5,1.53,3,841.69,28.17039075,16 Years and 4 Months,No,10000,LowspentSmallvaluepayments,232.6016861,
5851,CUS0x472e,May,Tarae,34,Architect,81969.24,6707.77,8,8,906,-100,"Home Equity Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Credit-Builder Loan",41,22,9.56,10,2015.16,30.61193069,,Yes,273.3833932,!@9#%8,478.8511,
5852,CUS0x6915,April,Lashb,17,Musician,15862.01,1404.834167,10,6,31,6,"Payday Loan, Credit-Builder Loan, Home Equity Loan, Payday Loan, Debt Consolidation Loan, and Not Specified",24,22,24.42,13,4063.06,38.980802,9 Years and 6 Months,Yes,54.77775219,LowspentMediumvaluepayments,298.9227316,
5853,CUS0x5b2a,March,Strupczewskid,36,Mechanic,142974.96,11698.58,2,4,5,3,"Debt Consolidation Loan, Personal Loan, and Home Equity Loan",14,12,2.27,0,443.62,33.52717137,24 Years and 0 Months,No,1393.4969,LowspentSmallvaluepayments,,
5854,CUS0x8b62,February,,23,Journalist,30128.6,2716.716667,8,10,24,5,"Not Specified, Auto Loan, Student Loan, Debt Consolidation Loan, and Personal Loan",48,15,15.65,14,2486.16,31.4093942,12 Years and 0 Months,Yes,256.7864181,LowspentSmallvaluepayments,210.8950553,
5855,CUS0x434d,February,Sarah McBrideq,18,Musician,24675.86,2126.321667,4,4,9,1,Auto Loan,10,8,5.08,0,370.2,37.09407785,28 Years and 9 Months,No,114.5412965,HighspentSmallvaluepayments,345.6540661,
5856,CUS0x495f,April,Jeffsp,26,Lawyer,20012.87,1830.739167,7,8,17,5,"Personal Loan, Not Specified, Payday Loan, Debt Consolidation Loan, and Auto Loan",21,15,2.81,11,3500.17,27.79338099,,Yes,209.8355626,LowspentSmallvaluepayments,203.7799662,
5857,CUS0x1134,March,Stt,48,Doctor,15279.545,1517.791627,0,5,8,3,"Credit-Builder Loan, Mortgage Loan, and Debt Consolidation Loan",5,4,6.99,4,168.35,24.96520855,,No,10000,!@9#%8,330.044331,
5858,CUS0xb80e,June,Jonathan Spicerb,29,Lawyer,36898.44,2957.87,10,8,23,9,"Payday Loan, Student Loan, Mortgage Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, Payday Loan, Not Specified, and Mortgage Loan",19,24,5.07,9,1684.17,32.01003401,12 Years and 10 Months,Yes,19.30814907,HighspentLargevaluepayments,249.9748486,
5859,CUS0x92c8,August,Ernest Scheyderb,31,,16892.1,1662.675,3,2,5,2,"Not Specified, and Credit-Builder Loan",11,,9.17,5,1063.31,33.80249227,29 Years and 0 Months,No,64.36059675,LowspentLargevaluepayments,346.6212977,
5860,CUS0xbf01,July,Luke Jeffsy,31,,62804.55,5022.7125,6,9,33,7,"Auto Loan, Personal Loan, Payday Loan, Mortgage Loan, Auto Loan, Payday Loan, and Debt Consolidation Loan",57,8,16.85,8,1299.59,31.77465815,19 Years and 7 Months,Yes,102.6987208,HighspentMediumvaluepayments,302.0032326,
5861,CUS0x9c4,June,Scott Haggettd,23,Writer,16355.71,1240.975833,9,8,23,3,"Student Loan, Personal Loan, and Debt Consolidation Loan",54,16,20,11,1696.82,24.81769827,8 Years and 8 Months,NM,67.26141194,LowspentLargevaluepayments,301.9011213,
5862,CUS0x3397,January,,44,,39800.36,,8,10,3202,9,"Mortgage Loan, Payday Loan, Debt Consolidation Loan, Personal Loan, Personal Loan, Not Specified, Payday Loan, Home Equity Loan, and Personal Loan",33,21,20,8,4241.52,38.48006586,0 Years and 10 Months,Yes,42.6777503,HighspentMediumvaluepayments,264.8363156,
5863,CUS0x481c,February,,23,MediaManager,9307.24,,4,900,15,3,"Credit-Builder Loan, Personal Loan, and Home Equity Loan",19,12,12.78,5,486.05,39.80424325,11 Years and 4 Months,NM,43.86994874,LowspentLargevaluepayments,306.6031886,
5864,CUS0xa328,July,Jason Langes,38,Accountant,29948.76,2398.73,4,3,31,2,"Payday Loan, and Payday Loan",23,18,19.96,11,2438.57,36.00974233,,Yes,92.0632244,LowspentSmallvaluepayments,388.7033877,
5865,CUS0x2059,March,Am ay,48,Journalist,121503.72,10000.31,4,6,3,2,"Home Equity Loan, and Payday Loan",10,,0.86,1,128.68,27.76626902,33 Years and 3 Months,No,104.792394,!@9#%8,946.119287,
5866,CUS0x9e41,March,Wanfengh,23,Mechanic,18417.19,1754.765833,9,10,27,5,"Debt Consolidation Loan, Auto Loan, Personal Loan, Student Loan, and Auto Loan",49,19,18.24,12,4682.62,33.41003476,5 Years and 10 Months,Yes,63.81122219,LowspentSmallvaluepayments,347.9750257,
5867,CUS0x7b4b,July,Nick Brownm,25,Scientist,17235.88,,10,5,18,3,"Debt Consolidation Loan, Not Specified, and Home Equity Loan",52,19,10.56,12,1971.68,28.69163216,20 Years and 2 Months,Yes,146.9162877,LowspentSmallvaluepayments,257.8244874,
5868,CUS0x5ed7,March,Tomr,45,Writer,65558.36,5715.196667,9,8,18,9,"Auto Loan, Credit-Builder Loan, Home Equity Loan, Personal Loan, Auto Loan, Mortgage Loan, Mortgage Loan, Personal Loan, and Not Specified",48,24,2.4,6,2239.44,22.90858797,8 Years and 1 Months,Yes,,LowspentMediumvaluepayments,183.3423147,
5869,CUS0x64e7,January,James Pomfreti,38,Accountant,141733.08,,5,5,20,6,"Debt Consolidation Loan, Not Specified, Debt Consolidation Loan, Home Equity Loan, Not Specified, and Auto Loan",9,1502,10.15,8,291.88,40.01898686,19 Years and 5 Months,Yes,446.2112015,LowspentMediumvaluepayments,494.9583071,
5870,CUS0x95d2,July,Andreasv,36,Mechanic,103221.21,,5,5,7,2,"Home Equity Loan, and Home Equity Loan",26,16,8.51,5,1256.48,39.14325,27 Years and 2 Months,Yes,367.6962181,HighspentMediumvaluepayments,615.5709789,
5871,CUS0xb7e,February,Saikat Chatterjeeo,23,Mechanic,14441.54,,9,5,22,6,"Debt Consolidation Loan, Mortgage Loan, Payday Loan, Payday Loan, Auto Loan, and Debt Consolidation Loan",26,19,3.87,8,2176.93,31.05087735,9 Years and 2 Months,Yes,172.9770263,LowspentSmallvaluepayments,206.1696146,
5872,CUS0x5a81,March,Leigh Thomast,45,Entrepreneur,32520.18,2928.015,9,6,27,6,"Student Loan, Home Equity Loan, Personal Loan, Debt Consolidation Loan, Home Equity Loan, and Mortgage Loan",52,19,2.6,7,2196.5,35.77638548,19 Years and 11 Months,Yes,246.8652546,!@9#%8,209.5259707,
5873,CUS0xc515,April,Sven Egentero,21,,8477.51,648.4591667,8,9,27,5,"Home Equity Loan, Payday Loan, Mortgage Loan, Credit-Builder Loan, and Auto Loan",39,20,8.87,12,4854.6,33.85286996,10 Years and 7 Months,Yes,10.310229,HighspentMediumvaluepayments,272.7888037,
5874,CUS0x3d10,July,Barghinie,44,Manager,82346.16,,6,9,18,7,"Payday Loan, Mortgage Loan, Auto Loan, Personal Loan, Student Loan, Credit-Builder Loan, and Personal Loan",51,,3.67,10,2341.16,36.78258283,6 Years and 11 Months,Yes,96.00321176,HighspentLargevaluepayments,446.1093523,
5875,CUS0x55e4,January,Wohld,28,Lawyer,20293.24,1700.103333,5,7,29,4,"Not Specified, Student Loan, Mortgage Loan, and Student Loan",12,18,16.37,7,1972.22,28.37708002,8 Years and 1 Months,Yes,10000,!@9#%8,254.4223916,
5876,CUS0x4dba,July,Guernigou Murieln,24,Engineer,14688.84,1030.584113,4,6,18,1,Credit-Builder Loan,15,17,8.56,6,1459.05,40.49686228,20 Years and 5 Months,NM,104.6213953,LowspentMediumvaluepayments,281.3457893,
5877,CUS0x643b,April,Lesley Wroughtond,30,Architect,176572.12,,3,7,10,1,Payday Loan,3,9,-6.02,2,1284.88,37.86460895,16 Years and 0 Months,No,193.6271861,HighspentMediumvaluepayments,1393.636414,
5878,CUS0x8ff4,April,Douwe Miedemav,16,Developer,33515.8,2628.983333,8,1292,30,6,"Not Specified, Credit-Builder Loan, Home Equity Loan, Not Specified, Student Loan, and Payday Loan",65,17,,14,1883.15,27.00186907,7 Years and 11 Months,Yes,254.9676266,LowspentSmallvaluepayments,206.2662112,
5879,CUS0x7b2d,June,Davidy,22,Scientist,83181.88,,3,4,5,3,"Auto Loan, Personal Loan, and Payday Loan",11,0,11.92,0,353.65,38.34695812,21 Years and 6 Months,No,498.9667923,LowspentMediumvaluepayments,284.5981531,
5880,CUS0x3325,January,Catherine Bremerl,18,Accountant,173303.68,14681.97333,1,2,12,3,"Student Loan, Not Specified, and Debt Consolidation Loan",15,10,11.8,4,1150.8,34.885686,19 Years and 7 Months,No,252.887625,HighspentMediumvaluepayments,1176.436418,
5881,CUS0x7b75,June,Vlastelicab,40,Accountant,8759.74,812.9783333,6,7,19,8,"Payday Loan, Auto Loan, Debt Consolidation Loan, Payday Loan, Home Equity Loan, Credit-Builder Loan, Credit-Builder Loan, and Home Equity Loan",17,27,23.37,6,4094.24,39.3126426,,Yes,94.76422455,LowspentSmallvaluepayments,233.0378911,
5882,CUS0x7dcd,June,Peter Hendersonr,48,Manager,140731.72,10190.24932,8,6,11,3,"Debt Consolidation Loan, Mortgage Loan, and Mortgage Loan",30,18,8.25,3,125.46,35.66001347,21 Years and 4 Months,Yes,436.3999338,LowspentMediumvaluepayments,832.8330262,
5883,CUS0x4813,March,Nate Raymondp,32,MediaManager,84845.48,7187.456667,4,3,10,3,"Debt Consolidation Loan, Auto Loan, and Not Specified",8,10,8.52,1,5.28,34.21066331,24 Years and 5 Months,No,489.6618473,!@9#%8,382.0719379,
5884,CUS0x7373,June,,31,Accountant,44689.77,3741.1475,6,6,20,7,"Debt Consolidation Loan, Student Loan, Home Equity Loan, Payday Loan, Payday Loan, Debt Consolidation Loan, and Student Loan",8,8,8.31,7,2319.8,23.39562016,13 Years and 10 Months,Yes,109.1193831,HighspentMediumvaluepayments,312.9342863,
5885,CUS0xa300,March,Mike Dolano,50,,159560.76,13580.73,3,1,6,1,Mortgage Loan,2,,6.67,1908,1154.59,45.18440445,25 Years and 6 Months,No,221.8598638,HighspentLargevaluepayments,1246.176088,
5886,CUS0x5369,April,Dmitry Zhdannikovy,36,Accountant,25899.18,2100.265,8,4,9,3,"Personal Loan, Home Equity Loan, and Mortgage Loan",12,2438,9.05,6,69.74,39.76066463,33 Years and 0 Months,Yes,40.04859774,HighspentMediumvaluepayments,355.7754431,
5887,CUS0x966b,January,Anau,38,Scientist,32955.92,2890.326667,6,6,8,2,"Debt Consolidation Loan, and Auto Loan",29,10,14.35,1,315.72,41.28549355,18 Years and 4 Months,NM,264.1042551,LowspentMediumvaluepayments,275.0633865,
5888,CUS0xfdb,July,Patrickg,46,Teacher,32284.62,2898.385,6,7,17,6,"Credit-Builder Loan, Not Specified, Mortgage Loan, Payday Loan, Credit-Builder Loan, and Personal Loan",7,,9.22,10,1283.37,24.2055332,6 Years and 11 Months,Yes,10000,LowspentSmallvaluepayments,85.90209493,
5889,CUS0x21f4,August,Flynnq,55,Doctor,114597.04,,7,6,4,4,"Auto Loan, Not Specified, Payday Loan, and Student Loan",32,8,10.54,2,926.18,26.4363128,31 Years and 9 Months,No,327.6196683,HighspentMediumvaluepayments,633.1319027,
5890,CUS0x2e50,March,,37,,9987.295,578.2745833,8,5,23,7,"Student Loan, Credit-Builder Loan, Debt Consolidation Loan, Student Loan, Personal Loan, Debt Consolidation Loan, and Personal Loan",19,16,8.03,12,2943.52,40.67985612,3 Years and 6 Months,Yes,25.0779559,LowspentSmallvaluepayments,275.4857577,
5891,CUS0x2808,May,Jessica Dyec,19,Scientist,43279.04,3308.586667,1,5,5,4,"Mortgage Loan, Not Specified, Student Loan, and Student Loan",4,11,2.57,0,363.33,36.3496055,23 Years and 2 Months,NM,155.1958896,LowspentSmallvaluepayments,362.4761265,
5892,CUS0x80f8,January,Nh,36,Teacher,15668.4,1584.7,8,6,21,9,"Student Loan, Not Specified, Not Specified, Not Specified, Auto Loan, Payday Loan, Debt Consolidation Loan, Debt Consolidation Loan, and Not Specified",42,16,24.2,9,4499.92,30.01491673,1 Years and 3 Months,Yes,97.66381202,LowspentSmallvaluepayments,247.8887248,
5893,CUS0x9534,February,Rosendahlf,54,Mechanic,133394.48,10851.20667,5,4,10,4,"Not Specified, Not Specified, Mortgage Loan, and Home Equity Loan",-2,10,4.07,2,948.79,31.47844151,15 Years and 4 Months,No,700.6743796,HighspentSmallvaluepayments,215.0119315,
5894,CUS0x7d1e,April,en Klaymanc,41,Scientist,60182.7,4800.225,710,7,5,7,"Student Loan, Personal Loan, Home Equity Loan, Mortgage Loan, Not Specified, Not Specified, and Not Specified",30,,17.86,5,1742.58,27.17858422,18 Years and 11 Months,Yes,191.0807823,LowspentSmallvaluepayments,313.5411654,
5895,CUS0xa1bd,August,Ermanv,41,Journalist,23437.79,1711.149167,8,4,20,3,"Credit-Builder Loan, Mortgage Loan, and Payday Loan",25,12,7.31,6,589.94,22.7977552,,Yes,172.9693719,LowspentSmallvaluepayments,240.2722082,
